Jun_20,May_20,Apr_20,Mar_20,Feb_20, Jan_20,Dec_19,Nov_19,Oct_19,Sep_19,Aug_19,Jul_19,Jun_19,May_19,Apr_19,Mar_19,Feb_19, Jan_19,Years2015_2019,Mar23_19July2020,Mar23_19July2019
4.37E+15,4.09E+15,4.75E+15,6.86E+15,1.21E+16,1.7E+16,1.37E+16,1.37E+16,7.65E+15,5.22E+15,4.88E+15,4.18E+15,4.37E+15,5.34E+15,6.18E+15,8.59E+15,1.32E+16,1.3E+16,8.5E+15,5.27E+15,3.93E+15
